source_study,target_study,text1,text2,class_label,cosine,rank,mrr,candidate_pool_size,r@1,r@3,r@5,r@10
adni,amed,history of drug abuse (1=Yes; 0=No),Does the participant have a history of alcohol or substance abuse or dependence within the past 2 years (DSM IV criteria)?,identical match,0.6196,1,1.0,62,True,True,True,True
adni,amed,history of alchol abuse (1=Yes; 0=No),Does the participant have a history of alcohol or substance abuse or dependence within the past 2 years (DSM IV criteria)?,identical match,0.5773,1,1.0,62,True,True,True,True
adni,amed,"Average FDG-PET (F-Fluorodeoxyglucose (FDG) PET) of angular, temporal, and posterior cingulate",Average FDG-PET score,identical match,0.77398,1,1.0,62,True,True,True,True
adni,epad,Participant ID,Patient ID,identical match,0.80494,1,1.0,45,True,True,True,True
adni,epad,Visit code,Visit Number,identical match,0.84685,1,1.0,45,True,True,True,True
adni,epad,Participant Gender ( 1=Male;2=Female),What is the sex of the subject?,identical match,0.64237,1,1.0,45,True,True,True,True
adni,epad,Age,What is the subject's age?,identical match,0.87726,1,1.0,45,True,True,True,True
adni,epad,Education,Number of years of formal education,identical match,0.50547,1,1.0,45,True,True,True,True
adni,epad,Marital  status (1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown),Marital status,identical match,0.84907,1,1.0,45,True,True,True,True
adni,epad,Ethnicity (1=Hispanic or Latino; 2=Not Hispanic or Latino; 3=Unknown),What is the ethnicity of the subject?,identical match,0.77171,1,1.0,45,True,True,True,True
adni,epad,Genotype - Allele 1,Genotype - Allele 1,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Genotype - Allele 1,Genotype - Allele 2,identical match,0.74522,2,0.5,45,False,True,True,True
adni,amed,Participant diagnosis,Pre-visit Diagnosis,identical match,0.66184,2,0.5,62,False,True,True,True
adni,epad,Participant diagnosis,Dementia diagnosed by the participant's physician?,identical match,0.56743,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR Score,identical match,0.74055,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Memory,identical match,0.48539,4,0.25,45,False,False,True,True
adni,epad,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Orientation,identical match,0.58126,3,0.3333333333333333,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Judgement and Problem Solving,identical match,0.4493,5,0.2,45,False,False,True,True
adni,epad,Clinical Dementia Rating (CDR) Community affairs,Community Affairs,identical match,0.40972,5,0.2,45,False,False,True,True
adni,epad,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Home and Hobbies,identical match,0.38401,9,0.1111111111111111,45,False,False,False,True
adni,epad,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Personal Care,identical match,0.37773,8,0.125,45,False,False,False,True
adni,epad,Clinical Dementia Rating (CDR) Sum of Boxes.,CDR Sum of Boxes,identical match,0.95725,1,1.0,45,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR,identical match,0.73951,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Memory-->,identical match,0.52496,4,0.25,62,False,False,True,True
adni,amed,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Orientation-->,identical match,0.57208,2,0.5,62,False,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Judgment and Problem Solving-->,identical match,0.47858,4,0.25,62,False,False,True,True
adni,amed,Clinical Dementia Rating (CDR) Community affairs,Score <!--Community Affairs-->,identical match,0.48264,3,0.3333333333333333,62,False,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Home and Hobbies-->,identical match,0.47049,4,0.25,62,False,False,True,True
adni,amed,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Personal Care-->,identical match,0.43567,4,0.25,62,False,False,True,True
adni,amed,Clinical Dementia Rating (CDR) Sum of Boxes.,Sum of Boxes,identical match,0.56562,3,0.3333333333333333,62,False,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR®,identical match,0.79224,2,0.5,196,False,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Memory,identical match,0.48539,6,0.16666666666666666,196,False,False,False,True
adni,nacc,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Orientation,identical match,0.58126,4,0.25,196,False,False,True,True
adni,nacc,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Judgment and problem-solving,identical match,0.48371,5,0.2,196,False,False,True,True
adni,nacc,Clinical Dementia Rating (CDR) Community affairs,Community affairs,identical match,0.40972,9,0.1111111111111111,196,False,False,False,True
adni,nacc,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Home and hobbies,identical match,0.38401,18,0.05555555555555555,196,False,False,False,False
adni,nacc,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Personal care,identical match,0.37773,17,0.058823529411764705,196,False,False,False,False
adni,epad,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),Are you basically satisfied with your life?,identical match,0.95028,1,1.0,45,True,True,True,True
adni,epad,Have you dropped many of your activities and interests?,Have you dropped many of your activities and interests?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel that your life is empty?,Do you feel that your life is empty?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you often get bored?,Do you often get bored?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Are you in good spirits most of the time?,Are you in good spirits most of the time?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Are you afraid that something bad is going to happen to you?,Are you afraid that something bad is going to happen to you?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel happy most of the time?,Do you feel happy most of the time?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you often feel helpless?,Do you often feel helpless?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,"Do you prefer to stay at home, rather than going out and doing new things?","Do you prefer to stay at home, rather than going out and doing new things?",identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel you have more problems with memory than most?,Do you feel you have more problems with memory than most?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you think its wonderful to be alive now?,Do you think it is wonderful to be alive now?,identical match,0.94114,1,1.0,45,True,True,True,True
adni,epad,Do you feel pretty worthless the way you are now?,Do you feel pretty worthless the way you are now?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel full of energy?,Do you feel full of energy?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel that your situation is hopeless?,Do you feel that your situation is hopeless?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you think that most people are better off than you are?,Do you think that most people are better off than you are?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Geriatric Depression Scale (GDS),Geriatric Depression Scale (GDS) Total Score,identical match,0.86185,1,1.0,45,True,True,True,True
adni,nacc,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),Are you basically satisfied with your life?,identical match,0.95028,1,1.0,196,True,True,True,True
adni,nacc,Have you dropped many of your activities and interests?,Have you dropped many of your activities and interests?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel that your life is empty?,Do you feel that your life is empty?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you often get bored?,Do you often get bored?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Are you in good spirits most of the time?,Are you in good spirits most of the time?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Are you afraid that something bad is going to happen to you?,Are you afraid that something bad is going to happen to you?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel happy most of the time?,Do you feel happy most of the time?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you often feel helpless?,Do you often feel helpless?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,"Do you prefer to stay at home, rather than going out and doing new things?","Do you prefer to stay at home, rather than going out and doing new things?",identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel you have more problems with memory than most?,Do you feel you have more problems with memory than most?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you think its wonderful to be alive now?,Do you think it is wonderful to be alive now?,identical match,0.94114,1,1.0,196,True,True,True,True
adni,nacc,Do you feel pretty worthless the way you are now?,Do you feel pretty worthless the way you are now?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel full of energy?,Do you feel full of energy?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel that your situation is hopeless?,Do you feel that your situation is hopeless?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you think that most people are better off than you are?,Do you think that most people are better off than you are?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Geriatric Depression Scale (GDS),Total GDS Score,identical match,0.7865,1,1.0,196,True,True,True,True
adni,amed,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),1. Are you basically satisfied with your life?,identical match,0.87697,1,1.0,62,True,True,True,True
adni,amed,Have you dropped many of your activities and interests?,2. Have you dropped many of your activities and interests?,identical match,0.8265,1,1.0,62,True,True,True,True
adni,amed,Do you feel that your life is empty?,3. Do you feel that your life is empty?,identical match,0.74765,1,1.0,62,True,True,True,True
adni,amed,Do you often get bored?,4. Do you often get bored?,identical match,0.81484,1,1.0,62,True,True,True,True
adni,amed,Are you in good spirits most of the time?,5. Are you in good spirits most of the time?,identical match,0.82099,1,1.0,62,True,True,True,True
adni,amed,Are you afraid that something bad is going to happen to you?,6. Are you afraid that something bad is going to happen to you?,identical match,0.81067,1,1.0,62,True,True,True,True
adni,amed,Do you feel happy most of the time?,7. Do you feel happy most of the time?,identical match,0.81006,1,1.0,62,True,True,True,True
adni,amed,Do you often feel helpless?,8. Do you often feel helpless?,identical match,0.75352,1,1.0,62,True,True,True,True
adni,amed,"Do you prefer to stay at home, rather than going out and doing new things?","9. Do you prefer to stay at home, rather than going out and doing new things?",identical match,0.73865,1,1.0,62,True,True,True,True
adni,amed,Do you feel you have more problems with memory than most?,10. Do you feel you have more problems with memory than most?,identical match,0.78739,1,1.0,62,True,True,True,True
adni,amed,Do you think its wonderful to be alive now?,11. Do you think its wonderful to be alive now?,identical match,0.73353,1,1.0,62,True,True,True,True
adni,amed,Do you feel pretty worthless the way you are now?,12. Do you feel pretty worthless the way you are now?,identical match,0.85228,1,1.0,62,True,True,True,True
adni,amed,Do you feel full of energy?,13. Do you feel full of energy?,identical match,0.73282,1,1.0,62,True,True,True,True
adni,amed,Do you feel that your situation is hopeless?,14. Do you feel that your situation is hopeless?,identical match,0.75851,1,1.0,62,True,True,True,True
adni,amed,Do you think that most people are better off than you are?,15. Do you think that most people are better off than you are?,identical match,0.7893,1,1.0,62,True,True,True,True
adni,amed,Geriatric Depression Scale (GDS),Total Score,identical match,0.39869,13,0.07692307692307693,62,False,False,False,False
adni,amed,ADAS 11 (Alzheimer's Disease Assessment Scale 11-item),ADAS Total 11,identical match,0.84726,1,1.0,62,True,True,True,True
adni,amed,ADAS 13 (Alzheimer's Disease Assessment Scale 13-item),ADAS Total 13,identical match,0.8573,1,1.0,62,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Writing checks, paying bills, balancing checkbook.","In the past four weeks, did the subject have any difficulty or need help with: Writing checks, paying bills, or balancing a checkbook",identical match,0.5806,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Assembling tax records, business affairs, or papers.","In the past four weeks, did the subject have any difficulty or need help with: Assembling tax records, business affairs, or other paper",identical match,0.53308,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Shopping alone for clothes, household necessities, or groceries.","In the past four weeks, did the subject have any difficulty or need help with: Shopping alone for clothes, household necessities, or groceries",identical match,0.56946,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Playing a game of skill, working on a hobby.","In the past four weeks, did the subject have any difficulty or need help with: Playing a game of skill such as bridge or chess, working on a hobby",identical match,0.55681,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Heating water, making a cup of coffee, turning off stove after use.","In the past four weeks, did the subject have any difficulty or need help with: Heating water, making a cup of coffee, turning off the stove",identical match,0.49289,1,1.0,196,True,True,True,True
adni,nacc,Functional Activities Questionnaire (FAQ) Preparing a balanced meal.,"In the past four weeks, did the subject have any difficulty or need help with: Preparing a balanced meal",identical match,0.62706,1,1.0,196,True,True,True,True
adni,nacc,Functional Activities Questionnaire (FAQ) Keeping track of current events.,"In the past four weeks, did the subject have any difficulty or need help with: Keeping track of current events",identical match,0.53685,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Paying attention to, understanding, discussing TV, book, magazine.","In the past four weeks, did the subject have any difficulty or need help with: Paying attention to and understanding a TV program, book, or magazine",identical match,0.49826,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Remembering appointments, family occasions, holidays, medications.","In the past four weeks, did the subject have any difficulty or need help with: Remembering appointments, family occasions, holidays, medications",identical match,0.49193,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Traveling out of neighborhood, driving, arranging to take buses.","In the past four weeks, did the subject have any difficulty or need help with: Traveling out of the neighborhood, driving, or arranging to take public transportation",identical match,0.54224,1,1.0,196,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Writing checks, paying bills, balancing checkbook.","1. Writing checks, paying bills, or balancing checkbook.",identical match,0.74049,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Assembling tax records, business affairs, or papers.","2. Assembling tax records, business affairs, or other papers.",identical match,0.66177,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Shopping alone for clothes, household necessities, or groceries.","3. Shopping alone for clothes, household necessities, or groceries.",identical match,0.60944,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Playing a game of skill, working on a hobby.","4. Playing a game of skill such as bridge or chess, working on a hobby.",identical match,0.64633,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Heating water, making a cup of coffee, turning off stove after use.","5. Heating water, making a cup of coffee, turing off the stove.",identical match,0.55623,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Preparing a balanced meal.,6. Preparing a balanced meal.,identical match,0.65005,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Keeping track of current events.,7. Keeping track of current events.,identical match,0.62557,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Paying attention to, understanding, discussing TV, book, magazine.","8. Paying attention to and understanding a TV program, book, or magazine.",identical match,0.58806,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Remembering appointments, family occasions, holidays, medications.","9. Remembering appointments, family occasions, holidays, medications.",identical match,0.66897,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Traveling out of neighborhood, driving, arranging to take buses.","10. Traveling out of the neighborhood, driving, or arranging to take public transportation.",identical match,0.6387,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Total Score.,Total Score,identical match,0.55484,1,1.0,62,True,True,True,True
adni,nacc,Boston Naming Test (BNT) score,Boston Naming Test (30) ??Total score,identical match,0.74787,1,1.0,196,True,True,True,True
adni,nacc,Verbal fluency tests (Semantic) Animal,Animals ??Total number of animals named in 60 seconds,identical match,0.55353,1,1.0,196,True,True,True,True
adni,nacc,Verbal fluency tests (Semantic) Vegetable or Fruits,Vegetable ??Total number of vegetables named in 60 seconds,identical match,0.56751,1,1.0,196,True,True,True,True
adni,amed,Clock Drawing Test score,Total Score,identical match,0.47698,5,0.2,62,False,False,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Abrupt onset (re: cognitive status).,Abrupt onset (re: cognitive status),identical match,0.62117,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Stepwise deterioration (re: cognitive status).,Stepwise deterioration (re: cognitive status),identical match,0.65634,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Somatic complaints.,Somatic complaints,identical match,0.4891,3,0.3333333333333333,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Emotional incontinence.,Emotional incontinence,identical match,0.57796,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History or presence of hypertension.,History or presence of hypertension,identical match,0.60125,3,0.3333333333333333,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History of stroke.,History of stroke,identical match,0.73336,1,1.0,196,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological symptoms.,Focal neurological symptoms,identical match,0.47965,3,0.3333333333333333,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological signs.,Focal neurological signs,identical match,0.48706,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Sum all circled answers for a total score.,Hachinski ischemic score,identical match,0.71403,1,1.0,196,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Abrupt onset (re: cognitive status).,Abrupt Onset of Dementia,identical match,0.51276,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Stepwise deterioration (re: cognitive status).,Stepwise Deterioration of Dementia,identical match,0.56081,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Somatic complaints.,Somatic Complaints,identical match,0.4891,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Emotional incontinence.,Emotional Incontinence,identical match,0.57796,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History or presence of hypertension.,History of Hypertension,identical match,0.59753,2,0.5,62,False,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History of stroke.,History of Stroke,identical match,0.73336,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological symptoms.,Focal Neurologic Symptoms,identical match,0.47035,2,0.5,62,False,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological signs.,Focal Neurologic Signs,identical match,0.47916,2,0.5,62,False,True,True,True
adni,nacc,Trail Making Test (TMT) A,Trail Making Test Part A ??Total number of seconds to complete,identical match,0.73605,1,1.0,196,True,True,True,True
adni,nacc,Trail Making Test (TMT) B,Trail Making Test Part B ??Total number of seconds to complete,identical match,0.75853,1,1.0,196,True,True,True,True
adni,nacc,Digit Span Test (Forward),Digit span forward trials correct,identical match,0.8232,1,1.0,196,True,True,True,True
adni,nacc,Digit Span Test (Backward),Digit span backward trials correct,identical match,0.81885,1,1.0,196,True,True,True,True
adni,amed,Trail Making Test (TMT) A,Trail Making Test (TMT) A,identical match,1.0,1,1.0,62,True,True,True,True
adni,amed,Trail Making Test (TMT) B,Trail Making Test (TMT) B,identical match,1.0,1,1.0,62,True,True,True,True
