source_study,target_study,text1,text2,class_label,cosine,rank,mrr,candidate_pool_size,r@1,r@3,r@5,r@10
aachen-hf,aric,LDL-cholesterol,LDLCC-Cholesterol calculated (mg/dL),compatible match,0.60028,2,0.5,26,False,True,True,True
aachen-hf,aric,sex,"Participant gender(0=Female, 1=Male)",compatible match,0.35719,1,1.0,26,True,True,True,True
aachen-hf,aric,Systolic Blood pressure (sbp) at baseline recumbent position,systolic blood pressure,identical match,0.64275,1,1.0,26,True,True,True,True
aachen-hf,aric,weight,WEIGHT TO THE NEAREST in LB,compatible match,0.44142,2,0.5,26,False,True,True,True
aachen-hf,aric,weight,WEIGHT TO NEAREST in LB,compatible match,0.42919,3,0.3333333333333333,26,False,True,True,True
aachen-hf,aric,weight,WEIGHT TO NEAREST in lb,compatible match,0.40924,4,0.25,26,False,False,True,True
aachen-hf,aric,weight,Weight (kg),identical match,0.5889,1,1.0,26,True,True,True,True
adni,nacc,first allele of the APOE gene,Combined genotype showing both alleles of the apolipoprotein E (APOE) gene,identical match,0.7195,1,1.0,196,True,True,True,True
adni,nacc,second allele of the APOE gene,Combined genotype showing both alleles of the apolipoprotein E (APOE) gene,identical match,0.7305,1,1.0,196,True,True,True,True
adni,nacc,Participant ID,Subject ID number,identical match,0.72122,1,1.0,196,True,True,True,True
adni,nacc,A-beta 1-42 in CSF,Cerebrospinal fluid amyloid-beta 42 (CSF ABETA),identical match,0.83163,1,1.0,196,True,True,True,True
adni,nacc,Visit code,UDS visit number (order),identical match,0.36974,1,1.0,196,True,True,True,True
adni,nacc,Age,Age,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Participant Gender ( 1=Male;2=Female),Subject 's sex,identical match,0.41996,1,1.0,196,True,True,True,True
adni,nacc,Education,Years of education,identical match,0.53393,1,1.0,196,True,True,True,True
adni,nacc,Race (1=American Indian or Alaskan Native; 2=Asian; 3=Native Hawaiian or Other Pacific Islander; 4=Black or African American; 5=White; 6=More than one race; 7=Unknown),Race,identical match,0.45343,1,1.0,196,True,True,True,True
adni,nacc,Marital  status (1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown),Marital status,identical match,0.72485,1,1.0,196,True,True,True,True
adni,nacc,"Average FDG-PET (F-Fluorodeoxyglucose (FDG) PET) of angular, temporal, and posterior cingulate",FDG-PET pattern of AD,identical match,0.60005,1,1.0,196,True,True,True,True
adni,nacc,Reference region - florbetapir mean of whole cerebellum. Regions defined by Freesurfer; see Jagust lab PDF on LONI for details,Abnormally elevated amyloid on PET,identical match,0.4163,36,0.027777777777777776,196,False,False,False,False
adni,nacc,Clinical Dementia Rating (CDR) Sum of Boxes.,CDR® sum of boxes,identical match,0.68147,1,1.0,196,True,True,True,True
adni,nacc,Mini-Mental State Examination (MMSE),Total MMSE score (using D-L-R-O-W),identical match,0.57778,1,1.0,196,True,True,True,True
adni,nacc,Participant diagnosis,"Primary etiologic diagnosis (MCI); impaired, not MCI; or dementia",identical match,0.43247,1,1.0,196,True,True,True,True
adni,nacc,Montreal Cognitive Assessment (MoCA),MoCA Total Raw Score ??uncorrected,identical match,0.53702,1,1.0,196,True,True,True,True
adni,nacc,CSF PTAU (Cerebrospinal fluid (CSF) phosphorylated tau (p-tau),Phosphorylated Tau Protein Measurement,identical match,0.67402,2,0.5,196,False,True,True,True
adni,amed,Participant ID,patient id,identical match,0.79973,1,1.0,62,True,True,True,True
adni,amed,Visit code,Visit Number,identical match,0.47253,1,1.0,62,True,True,True,True
adni,amed,Age,Age,identical match,1.0,1,1.0,62,True,True,True,True
adni,amed,Participant Gender ( 1=Male;2=Female),Participant Gender,identical match,0.78111,1,1.0,62,True,True,True,True
adni,amed,Education,Participant Education,identical match,0.42412,1,1.0,62,True,True,True,True
adni,amed,Marital  status (1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown),Participant Marital Status,identical match,0.64749,1,1.0,62,True,True,True,True
adni,amed,Height,participant height,identical match,0.44105,1,1.0,62,True,True,True,True
adni,amed,weight,participant weight,identical match,0.35272,1,1.0,62,True,True,True,True
adni,amed,Type of Participant residence (1=House (owned or rented); 2=Condo/Co-op (owned); 3=Apartment (rented); 4=Mobile Home; 5=Retirement Community; 6=Assisted Living; 7=Skilled Nursing Facility; 8=Other (specify),Type of Participant residence,identical match,0.73598,1,1.0,62,True,True,True,True
adni,amed,"If yes, did/does biological mother have Alzheimer's Disease (0=No;1=Yes)?",family history: dimentia mother,identical match,0.5636,1,1.0,62,True,True,True,True
adni,amed,"If yes, did/does biological father have Alzheimer's Disease? (0=No;1=Yes)",family history: dimentia father,identical match,0.54667,1,1.0,62,True,True,True,True
adni,amed,history of drug abuse (1=Yes; 0=No),Does the participant have a history of alcohol or substance abuse or dependence within the past 2 years (DSM IV criteria)?,identical match,0.64081,1,1.0,62,True,True,True,True
adni,amed,history of alchol abuse (1=Yes; 0=No),Does the participant have a history of alcohol or substance abuse or dependence within the past 2 years (DSM IV criteria)?,identical match,0.67898,1,1.0,62,True,True,True,True
adni,amed,"Average FDG-PET (F-Fluorodeoxyglucose (FDG) PET) of angular, temporal, and posterior cingulate",Average FDG-PET score,identical match,0.67365,1,1.0,62,True,True,True,True
adni,epad,Participant ID,Patient ID,identical match,0.84672,1,1.0,45,True,True,True,True
adni,epad,Visit code,Visit Number,identical match,0.47253,1,1.0,45,True,True,True,True
adni,epad,Participant Gender ( 1=Male;2=Female),What is the sex of the subject?,identical match,0.48429,1,1.0,45,True,True,True,True
adni,epad,Age,What is the subject's age?,identical match,0.48183,1,1.0,45,True,True,True,True
adni,epad,Education,Number of years of formal education,identical match,0.47744,1,1.0,45,True,True,True,True
adni,epad,Marital  status (1=Married; 2=Widowed; 3=Divorced; 4=Never married; 5=Unknown),Marital status,identical match,0.72485,1,1.0,45,True,True,True,True
adni,epad,Ethnicity (1=Hispanic or Latino; 2=Not Hispanic or Latino; 3=Unknown),What is the ethnicity of the subject?,identical match,0.489,1,1.0,45,True,True,True,True
adni,epad,Genotype - Allele 1,Genotype - Allele 1,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Genotype - Allele 1,Genotype - Allele 2,identical match,0.89388,2,0.5,45,False,True,True,True
adni,amed,Participant diagnosis,Pre-visit Diagnosis,identical match,0.53741,4,0.25,62,False,False,True,True
adni,epad,Participant diagnosis,Dementia diagnosed by the participant's physician?,identical match,0.53417,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR Score,identical match,0.5383,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Memory,identical match,0.34747,5,0.2,45,False,False,True,True
adni,epad,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Orientation,identical match,0.41675,4,0.25,45,False,False,True,True
adni,epad,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Judgement and Problem Solving,identical match,0.50265,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Community affairs,Community Affairs,identical match,0.47457,3,0.3333333333333333,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Home and Hobbies,identical match,0.48574,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Personal Care,identical match,0.51438,2,0.5,45,False,True,True,True
adni,epad,Clinical Dementia Rating (CDR) Sum of Boxes.,CDR Sum of Boxes,identical match,0.69045,1,1.0,45,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR,identical match,0.43371,3,0.3333333333333333,62,False,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Memory-->,identical match,0.401,2,0.5,62,False,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Orientation-->,identical match,0.42947,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Judgment and Problem Solving-->,identical match,0.52845,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Community affairs,Score <!--Community Affairs-->,identical match,0.47799,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Home and Hobbies-->,identical match,0.47405,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Score <!--Personal Care-->,identical match,0.52445,1,1.0,62,True,True,True,True
adni,amed,Clinical Dementia Rating (CDR) Sum of Boxes.,Sum of Boxes,identical match,0.52026,1,1.0,62,True,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) scale (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Global CDR®,identical match,0.4439,5,0.2,196,False,False,True,True
adni,nacc,Clinical Dementia Rating (CDR) Memory (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Memory,identical match,0.34747,24,0.041666666666666664,196,False,False,False,False
adni,nacc,Clinical Dementia Rating (CDR) Orientation (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Orientation,identical match,0.41675,4,0.25,196,False,False,True,True
adni,nacc,Clinical Dementia Rating (CDR) Judgment and problem solving (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Judgment and problem-solving,identical match,0.52404,1,1.0,196,True,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) Community affairs,Community affairs,identical match,0.49223,1,1.0,196,True,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) Home and hobbies (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Home and hobbies,identical match,0.48476,1,1.0,196,True,True,True,True
adni,nacc,Clinical Dementia Rating (CDR) Personal care (0.0=0.0;0.5=0.5;1.0=1.0;2.0=2.0;3.0=3.0),Personal care,identical match,0.51229,1,1.0,196,True,True,True,True
adni,epad,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),Are you basically satisfied with your life?,identical match,0.72927,1,1.0,45,True,True,True,True
adni,epad,Have you dropped many of your activities and interests?,Have you dropped many of your activities and interests?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel that your life is empty?,Do you feel that your life is empty?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you often get bored?,Do you often get bored?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Are you in good spirits most of the time?,Are you in good spirits most of the time?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Are you afraid that something bad is going to happen to you?,Are you afraid that something bad is going to happen to you?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel happy most of the time?,Do you feel happy most of the time?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you often feel helpless?,Do you often feel helpless?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,"Do you prefer to stay at home, rather than going out and doing new things?","Do you prefer to stay at home, rather than going out and doing new things?",identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel you have more problems with memory than most?,Do you feel you have more problems with memory than most?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you think its wonderful to be alive now?,Do you think it is wonderful to be alive now?,identical match,0.98392,1,1.0,45,True,True,True,True
adni,epad,Do you feel pretty worthless the way you are now?,Do you feel pretty worthless the way you are now?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel full of energy?,Do you feel full of energy?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you feel that your situation is hopeless?,Do you feel that your situation is hopeless?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Do you think that most people are better off than you are?,Do you think that most people are better off than you are?,identical match,1.0,1,1.0,45,True,True,True,True
adni,epad,Geriatric Depression Scale (GDS),Geriatric Depression Scale (GDS) Total Score,identical match,0.86757,1,1.0,45,True,True,True,True
adni,nacc,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),Are you basically satisfied with your life?,identical match,0.72927,1,1.0,196,True,True,True,True
adni,nacc,Have you dropped many of your activities and interests?,Have you dropped many of your activities and interests?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel that your life is empty?,Do you feel that your life is empty?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you often get bored?,Do you often get bored?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Are you in good spirits most of the time?,Are you in good spirits most of the time?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Are you afraid that something bad is going to happen to you?,Are you afraid that something bad is going to happen to you?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel happy most of the time?,Do you feel happy most of the time?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you often feel helpless?,Do you often feel helpless?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,"Do you prefer to stay at home, rather than going out and doing new things?","Do you prefer to stay at home, rather than going out and doing new things?",identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel you have more problems with memory than most?,Do you feel you have more problems with memory than most?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you think its wonderful to be alive now?,Do you think it is wonderful to be alive now?,identical match,0.98392,1,1.0,196,True,True,True,True
adni,nacc,Do you feel pretty worthless the way you are now?,Do you feel pretty worthless the way you are now?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel full of energy?,Do you feel full of energy?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you feel that your situation is hopeless?,Do you feel that your situation is hopeless?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Do you think that most people are better off than you are?,Do you think that most people are better off than you are?,identical match,1.0,1,1.0,196,True,True,True,True
adni,nacc,Geriatric Depression Scale (GDS),Total GDS Score,identical match,0.51558,1,1.0,196,True,True,True,True
adni,amed,Are you basically satisfied with your life? (1=Yes(0); 0=No(1),1. Are you basically satisfied with your life?,identical match,0.77386,1,1.0,62,True,True,True,True
adni,amed,Have you dropped many of your activities and interests?,2. Have you dropped many of your activities and interests?,identical match,0.92404,1,1.0,62,True,True,True,True
adni,amed,Do you feel that your life is empty?,3. Do you feel that your life is empty?,identical match,0.86487,1,1.0,62,True,True,True,True
adni,amed,Do you often get bored?,4. Do you often get bored?,identical match,0.81732,1,1.0,62,True,True,True,True
adni,amed,Are you in good spirits most of the time?,5. Are you in good spirits most of the time?,identical match,0.85642,1,1.0,62,True,True,True,True
adni,amed,Are you afraid that something bad is going to happen to you?,6. Are you afraid that something bad is going to happen to you?,identical match,0.8532,1,1.0,62,True,True,True,True
adni,amed,Do you feel happy most of the time?,7. Do you feel happy most of the time?,identical match,0.85031,1,1.0,62,True,True,True,True
adni,amed,Do you often feel helpless?,8. Do you often feel helpless?,identical match,0.85434,1,1.0,62,True,True,True,True
adni,amed,"Do you prefer to stay at home, rather than going out and doing new things?","9. Do you prefer to stay at home, rather than going out and doing new things?",identical match,0.87237,1,1.0,62,True,True,True,True
adni,amed,Do you feel you have more problems with memory than most?,10. Do you feel you have more problems with memory than most?,identical match,0.87211,1,1.0,62,True,True,True,True
adni,amed,Do you think its wonderful to be alive now?,11. Do you think its wonderful to be alive now?,identical match,0.89815,1,1.0,62,True,True,True,True
adni,amed,Do you feel pretty worthless the way you are now?,12. Do you feel pretty worthless the way you are now?,identical match,0.88615,1,1.0,62,True,True,True,True
adni,amed,Do you feel full of energy?,13. Do you feel full of energy?,identical match,0.84971,1,1.0,62,True,True,True,True
adni,amed,Do you feel that your situation is hopeless?,14. Do you feel that your situation is hopeless?,identical match,0.86455,1,1.0,62,True,True,True,True
adni,amed,Do you think that most people are better off than you are?,15. Do you think that most people are better off than you are?,identical match,0.87059,1,1.0,62,True,True,True,True
adni,amed,Geriatric Depression Scale (GDS),Total Score,identical match,0.33345,4,0.25,62,False,False,True,True
adni,amed,ADAS 11 (Alzheimer's Disease Assessment Scale 11-item),ADAS Total 11,identical match,0.62544,1,1.0,62,True,True,True,True
adni,amed,ADAS 13 (Alzheimer's Disease Assessment Scale 13-item),ADAS Total 13,identical match,0.62684,1,1.0,62,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Writing checks, paying bills, balancing checkbook.","In the past four weeks, did the subject have any difficulty or need help with: Writing checks, paying bills, or balancing a checkbook",identical match,0.58474,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Assembling tax records, business affairs, or papers.","In the past four weeks, did the subject have any difficulty or need help with: Assembling tax records, business affairs, or other paper",identical match,0.61338,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Shopping alone for clothes, household necessities, or groceries.","In the past four weeks, did the subject have any difficulty or need help with: Shopping alone for clothes, household necessities, or groceries",identical match,0.59745,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Playing a game of skill, working on a hobby.","In the past four weeks, did the subject have any difficulty or need help with: Playing a game of skill such as bridge or chess, working on a hobby",identical match,0.60428,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Heating water, making a cup of coffee, turning off stove after use.","In the past four weeks, did the subject have any difficulty or need help with: Heating water, making a cup of coffee, turning off the stove",identical match,0.60976,1,1.0,196,True,True,True,True
adni,nacc,Functional Activities Questionnaire (FAQ) Preparing a balanced meal.,"In the past four weeks, did the subject have any difficulty or need help with: Preparing a balanced meal",identical match,0.59936,1,1.0,196,True,True,True,True
adni,nacc,Functional Activities Questionnaire (FAQ) Keeping track of current events.,"In the past four weeks, did the subject have any difficulty or need help with: Keeping track of current events",identical match,0.54249,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Paying attention to, understanding, discussing TV, book, magazine.","In the past four weeks, did the subject have any difficulty or need help with: Paying attention to and understanding a TV program, book, or magazine",identical match,0.55879,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Remembering appointments, family occasions, holidays, medications.","In the past four weeks, did the subject have any difficulty or need help with: Remembering appointments, family occasions, holidays, medications",identical match,0.60753,1,1.0,196,True,True,True,True
adni,nacc,"Functional Activities Questionnaire (FAQ) Traveling out of neighborhood, driving, arranging to take buses.","In the past four weeks, did the subject have any difficulty or need help with: Traveling out of the neighborhood, driving, or arranging to take public transportation",identical match,0.59198,1,1.0,196,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Writing checks, paying bills, balancing checkbook.","1. Writing checks, paying bills, or balancing checkbook.",identical match,0.64275,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Assembling tax records, business affairs, or papers.","2. Assembling tax records, business affairs, or other papers.",identical match,0.66372,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Shopping alone for clothes, household necessities, or groceries.","3. Shopping alone for clothes, household necessities, or groceries.",identical match,0.60743,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Playing a game of skill, working on a hobby.","4. Playing a game of skill such as bridge or chess, working on a hobby.",identical match,0.62526,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Heating water, making a cup of coffee, turning off stove after use.","5. Heating water, making a cup of coffee, turing off the stove.",identical match,0.63793,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Preparing a balanced meal.,6. Preparing a balanced meal.,identical match,0.59739,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Keeping track of current events.,7. Keeping track of current events.,identical match,0.58625,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Paying attention to, understanding, discussing TV, book, magazine.","8. Paying attention to and understanding a TV program, book, or magazine.",identical match,0.6075,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Remembering appointments, family occasions, holidays, medications.","9. Remembering appointments, family occasions, holidays, medications.",identical match,0.63883,1,1.0,62,True,True,True,True
adni,amed,"Functional Activities Questionnaire (FAQ) Traveling out of neighborhood, driving, arranging to take buses.","10. Traveling out of the neighborhood, driving, or arranging to take public transportation.",identical match,0.60126,1,1.0,62,True,True,True,True
adni,amed,Functional Activities Questionnaire (FAQ) Total Score.,Total Score,identical match,0.55925,1,1.0,62,True,True,True,True
adni,nacc,Boston Naming Test (BNT) score,Boston Naming Test (30) ??Total score,identical match,0.82318,1,1.0,196,True,True,True,True
adni,nacc,Verbal fluency tests (Semantic) Animal,Animals ??Total number of animals named in 60 seconds,identical match,0.51185,1,1.0,196,True,True,True,True
adni,nacc,Verbal fluency tests (Semantic) Vegetable or Fruits,Vegetable ??Total number of vegetables named in 60 seconds,identical match,0.56731,1,1.0,196,True,True,True,True
adni,amed,Clock Drawing Test score,Total Score,identical match,0.52809,1,1.0,62,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Abrupt onset (re: cognitive status).,Abrupt onset (re: cognitive status),identical match,0.70282,1,1.0,196,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Stepwise deterioration (re: cognitive status).,Stepwise deterioration (re: cognitive status),identical match,0.71833,1,1.0,196,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Somatic complaints.,Somatic complaints,identical match,0.6384,1,1.0,196,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Emotional incontinence.,Emotional incontinence,identical match,0.66975,1,1.0,196,True,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History or presence of hypertension.,History or presence of hypertension,identical match,0.61361,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History of stroke.,History of stroke,identical match,0.59761,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological symptoms.,Focal neurological symptoms,identical match,0.63821,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological signs.,Focal neurological signs,identical match,0.65728,2,0.5,196,False,True,True,True
adni,nacc,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Sum all circled answers for a total score.,Hachinski ischemic score,identical match,0.71029,1,1.0,196,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Abrupt onset (re: cognitive status).,Abrupt Onset of Dementia,identical match,0.60673,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Stepwise deterioration (re: cognitive status).,Stepwise Deterioration of Dementia,identical match,0.67706,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Somatic complaints.,Somatic Complaints,identical match,0.63127,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Emotional incontinence.,Emotional Incontinence,identical match,0.67378,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History or presence of hypertension.,History of Hypertension,identical match,0.46043,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) History of stroke.,History of Stroke,identical match,0.55842,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological symptoms.,Focal Neurologic Symptoms,identical match,0.62996,1,1.0,62,True,True,True,True
adni,amed,Modified Hachinski Ischemic Scale-NACC Version (MHIS-NACC) Focal neurological signs.,Focal Neurologic Signs,identical match,0.64996,1,1.0,62,True,True,True,True
adni,nacc,Trail Making Test (TMT) A,Trail Making Test Part A ??Total number of seconds to complete,identical match,0.73166,1,1.0,196,True,True,True,True
adni,nacc,Trail Making Test (TMT) B,Trail Making Test Part B ??Total number of seconds to complete,identical match,0.77427,1,1.0,196,True,True,True,True
adni,nacc,Digit Span Test (Forward),Digit span forward trials correct,identical match,0.75204,1,1.0,196,True,True,True,True
adni,nacc,Digit Span Test (Backward),Digit span backward trials correct,identical match,0.77539,1,1.0,196,True,True,True,True
adni,amed,Trail Making Test (TMT) A,Trail Making Test (TMT) A,identical match,1.0,1,1.0,62,True,True,True,True
adni,amed,Trail Making Test (TMT) B,Trail Making Test (TMT) B,identical match,1.0,1,1.0,62,True,True,True,True
adni,nacc,Depression,Active depression in the last two years,identical match,0.59928,1,1.0,196,True,True,True,True
